SUID,cluster2_Adj_cyto.csv,inter,interaction,name,selected,shared interaction,shared name,
262,3.0374508094,,interacts with,Moraxella (interacts with) Gemella,false,interacts with,Moraxella (interacts with) Gemella,
263,1.597173465,,interacts with,Moraxella (interacts with) Fusobacterium,false,interacts with,Moraxella (interacts with) Fusobacterium,
264,1.6814390935,,interacts with,Moraxella (interacts with) Actinomyces,false,interacts with,Moraxella (interacts with) Actinomyces,
265,0.0291272439,,interacts with,Moraxella (interacts with) Actinobacillus,false,interacts with,Moraxella (interacts with) Actinobacillus,
266,-0.6888761569,,interacts with,Klebsiella (interacts with) RV,false,interacts with,Klebsiella (interacts with) RV,
267,1.1052054982,,interacts with,Klebsiella (interacts with) PIV3,false,interacts with,Klebsiella (interacts with) PIV3,
268,-3.4396198216,,interacts with,Klebsiella (interacts with) Penicillium,false,interacts with,Klebsiella (interacts with) Penicillium,
269,-3.7589214235,,interacts with,Klebsiella (interacts with) Cryptococcus,false,interacts with,Klebsiella (interacts with) Cryptococcus,
270,1.1480021547,,interacts with,Klebsiella (interacts with) Candida,false,interacts with,Klebsiella (interacts with) Candida,
271,2.6626379568,,interacts with,Klebsiella (interacts with) Aspergillus,false,interacts with,Klebsiella (interacts with) Aspergillus,
272,0.7087934442,1,interacts with,Klebsiella (interacts with) Pseudomonas,true,interacts with,Klebsiella (interacts with) Pseudomonas,
273,-1.0800111664,,interacts with,Klebsiella (interacts with) Moraxella,false,interacts with,Klebsiella (interacts with) Moraxella,
274,5.8692808811,,interacts with,Klebsiella (interacts with) Veillonella,false,interacts with,Klebsiella (interacts with) Veillonella,
275,-0.8529616926,,interacts with,Klebsiella (interacts with) Streptococcus,false,interacts with,Klebsiella (interacts with) Streptococcus,
276,0.0701712743,,interacts with,Klebsiella (interacts with) Rothia,false,interacts with,Klebsiella (interacts with) Rothia,
277,8.7941697789,,interacts with,Klebsiella (interacts with) Prevotella,false,interacts with,Klebsiella (interacts with) Prevotella,
278,12.6239223146,,interacts with,Klebsiella (interacts with) Porphyromonas,false,interacts with,Klebsiella (interacts with) Porphyromonas,
279,2.934120385,,interacts with,Klebsiella (interacts with) Neisseria,false,interacts with,Klebsiella (interacts with) Neisseria,
280,6.279596856,,interacts with,Klebsiella (interacts with) Leptotrichia,false,interacts with,Klebsiella (interacts with) Leptotrichia,
281,-3.8830262263,,interacts with,Klebsiella (interacts with) Haemophilus,false,interacts with,Klebsiella (interacts with) Haemophilus,
282,-0.8009241288,,interacts with,Klebsiella (interacts with) Granulicatella,false,interacts with,Klebsiella (interacts with) Granulicatella,
283,5.8905924165,,interacts with,Klebsiella (interacts with) Gemella,false,interacts with,Klebsiella (interacts with) Gemella,
284,9.1813054921,,interacts with,Klebsiella (interacts with) Fusobacterium,false,interacts with,Klebsiella (interacts with) Fusobacterium,
285,5.3151018063,,interacts with,Klebsiella (interacts with) Actinomyces,false,interacts with,Klebsiella (interacts with) Actinomyces,
286,5.9017128727,,interacts with,Klebsiella (interacts with) Actinobacillus,false,interacts with,Klebsiella (interacts with) Actinobacillus,
287,3.9772601427,,interacts with,Veillonella (interacts with) RV,false,interacts with,Veillonella (interacts with) RV,
288,-0.2544208473,,interacts with,Veillonella (interacts with) PIV3,false,interacts with,Veillonella (interacts with) PIV3,
289,-1.2234144207,,interacts with,Veillonella (interacts with) Saccharomyces,false,interacts with,Veillonella (interacts with) Saccharomyces,
290,-4.0112453126,,interacts with,Veillonella (interacts with) Penicillium,false,interacts with,Veillonella (interacts with) Penicillium,
291,-7.0044495882,,interacts with,Veillonella (interacts with) Cryptococcus,false,interacts with,Veillonella (interacts with) Cryptococcus,
292,3.3374483742,,interacts with,Veillonella (interacts with) Candida,false,interacts with,Veillonella (interacts with) Candida,
293,5.9191874421,,interacts with,Veillonella (interacts with) Aspergillus,false,interacts with,Veillonella (interacts with) Aspergillus,
294,1.4701247968,1,interacts with,Veillonella (interacts with) Pseudomonas,true,interacts with,Veillonella (interacts with) Pseudomonas,
295,2.7416505413,,interacts with,Veillonella (interacts with) Moraxella,false,interacts with,Veillonella (interacts with) Moraxella,
296,5.8692808811,,interacts with,Veillonella (interacts with) Klebsiella,false,interacts with,Veillonella (interacts with) Klebsiella,
297,-3.0159685659,,interacts with,Veillonella (interacts with) Streptococcus,false,interacts with,Veillonella (interacts with) Streptococcus,
298,6.2547027737,,interacts with,Veillonella (interacts with) Rothia,false,interacts with,Veillonella (interacts with) Rothia,
299,36.4183081633,,interacts with,Veillonella (interacts with) Prevotella,false,interacts with,Veillonella (interacts with) Prevotella,
300,20.9611622354,,interacts with,Veillonella (interacts with) Porphyromonas,false,interacts with,Veillonella (interacts with) Porphyromonas,
301,8.2432761817,,interacts with,Veillonella (interacts with) Neisseria,false,interacts with,Veillonella (interacts with) Neisseria,
302,11.4509675716,,interacts with,Veillonella (interacts with) Leptotrichia,false,interacts with,Veillonella (interacts with) Leptotrichia,
303,2.4584480885,,interacts with,Veillonella (interacts with) Haemophilus,false,interacts with,Veillonella (interacts with) Haemophilus,
304,7.2135088971,,interacts with,Veillonella (interacts with) Granulicatella,false,interacts with,Veillonella (interacts with) Granulicatella,
305,8.9079906744,,interacts with,Veillonella (interacts with) Gemella,false,interacts with,Veillonella (interacts with) Gemella,
306,10.72625163,,interacts with,Veillonella (interacts with) Fusobacterium,false,interacts with,Veillonella (interacts with) Fusobacterium,
307,35.9164698646,,interacts with,Veillonella (interacts with) Actinomyces,false,interacts with,Veillonella (interacts with) Actinomyces,
308,3.4294958728,,interacts with,Veillonella (interacts with) Actinobacillus,false,interacts with,Veillonella (interacts with) Actinobacillus,
309,-8.9758868981,,interacts with,Streptococcus (interacts with) RV,false,interacts with,Streptococcus (interacts with) RV,
310,-0.750394443,,interacts with,Streptococcus (interacts with) PIV3,false,interacts with,Streptococcus (interacts with) PIV3,
311,8.6936268558,,interacts with,Streptococcus (interacts with) Saccharomyces,false,interacts with,Streptococcus (interacts with) Saccharomyces,
312,3.1760666835,,interacts with,Streptococcus (interacts with) Penicillium,false,interacts with,Streptococcus (interacts with) Penicillium,
313,10.3196524296,,interacts with,Streptococcus (interacts with) Cryptococcus,false,interacts with,Streptococcus (interacts with) Cryptococcus,
314,28.6453021971,,interacts with,Streptococcus (interacts with) Candida,false,interacts with,Streptococcus (interacts with) Candida,
315,-0.8369787106,,interacts with,Streptococcus (interacts with) Aspergillus,false,interacts with,Streptococcus (interacts with) Aspergillus,
316,-11.9932594288,-1,interacts with,Streptococcus (interacts with) Pseudomonas,true,interacts with,Streptococcus (interacts with) Pseudomonas,
317,-0.8636158222,,interacts with,Streptococcus (interacts with) Moraxella,false,interacts with,Streptococcus (interacts with) Moraxella,
318,-0.8529616926,,interacts with,Streptococcus (interacts with) Klebsiella,false,interacts with,Streptococcus (interacts with) Klebsiella,
319,-15.1550189558,,interacts with,Streptococcus (interacts with) Veillonella,false,interacts with,Streptococcus (interacts with) Veillonella,
320,-0.8145457229,,interacts with,Streptococcus (interacts with) Rothia,false,interacts with,Streptococcus (interacts with) Rothia,
321,-0.1742377039,,interacts with,Streptococcus (interacts with) Prevotella,false,interacts with,Streptococcus (interacts with) Prevotella,
322,-0.8032398489,,interacts with,Streptococcus (interacts with) Porphyromonas,false,interacts with,Streptococcus (interacts with) Porphyromonas,
323,-3.0429089849,,interacts with,Streptococcus (interacts with) Neisseria,false,interacts with,Streptococcus (interacts with) Neisseria,
324,-1.6551598635,,interacts with,Streptococcus (interacts with) Leptotrichia,false,interacts with,Streptococcus (interacts with) Leptotrichia,
325,19.9371414871,,interacts with,Streptococcus (interacts with) Haemophilus,false,interacts with,Streptococcus (interacts with) Haemophilus,
326,-1.6959872065,,interacts with,Streptococcus (interacts with) Granulicatella,false,interacts with,Streptococcus (interacts with) Granulicatella,
327,-1.164932575,,interacts with,Streptococcus (interacts with) Gemella,false,interacts with,Streptococcus (interacts with) Gemella,
328,-19.9932122278,,interacts with,Streptococcus (interacts with) Fusobacterium,false,interacts with,Streptococcus (interacts with) Fusobacterium,
329,-6.3851677659,,interacts with,Streptococcus (interacts with) Actinomyces,false,interacts with,Streptococcus (interacts with) Actinomyces,
330,0.8465875284,,interacts with,Rothia (interacts with) RV,false,interacts with,Rothia (interacts with) RV,
331,0.3193330818,,interacts with,Rothia (interacts with) PIV3,false,interacts with,Rothia (interacts with) PIV3,
332,0.0865334822,,interacts with,Rothia (interacts with) Saccharomyces,false,interacts with,Rothia (interacts with) Saccharomyces,
333,0.2900410643,,interacts with,Rothia (interacts with) Penicillium,false,interacts with,Rothia (interacts with) Penicillium,
334,1.1859551959,,interacts with,Rothia (interacts with) Cryptococcus,false,interacts with,Rothia (interacts with) Cryptococcus,
335,8.7953052934,,interacts with,Rothia (interacts with) Candida,false,interacts with,Rothia (interacts with) Candida,
336,1.3747306466,,interacts with,Rothia (interacts with) Moraxella,false,interacts with,Rothia (interacts with) Moraxella,
337,0.0701712743,,interacts with,Rothia (interacts with) Klebsiella,false,interacts with,Rothia (interacts with) Klebsiella,
338,6.2547027737,,interacts with,Rothia (interacts with) Veillonella,false,interacts with,Rothia (interacts with) Veillonella,
339,2.2276378956,,interacts with,Rothia (interacts with) Streptococcus,false,interacts with,Rothia (interacts with) Streptococcus,
340,-8.6909021428,,interacts with,Rothia (interacts with) Prevotella,false,interacts with,Rothia (interacts with) Prevotella,
341,1.4561967513,,interacts with,Rothia (interacts with) Porphyromonas,false,interacts with,Rothia (interacts with) Porphyromonas,
342,-2.1100291609,,interacts with,Rothia (interacts with) Neisseria,false,interacts with,Rothia (interacts with) Neisseria,
343,1.0219529506,,interacts with,Rothia (interacts with) Leptotrichia,false,interacts with,Rothia (interacts with) Leptotrichia,
344,-6.3929863458,,interacts with,Rothia (interacts with) Haemophilus,false,interacts with,Rothia (interacts with) Haemophilus,
345,6.9788527649,,interacts with,Rothia (interacts with) Granulicatella,false,interacts with,Rothia (interacts with) Granulicatella,
346,4.3167487556,,interacts with,Rothia (interacts with) Gemella,false,interacts with,Rothia (interacts with) Gemella,
347,1.5341213792,,interacts with,Rothia (interacts with) Fusobacterium,false,interacts with,Rothia (interacts with) Fusobacterium,
348,18.0815237791,,interacts with,Rothia (interacts with) Actinomyces,false,interacts with,Rothia (interacts with) Actinomyces,
349,0.6616908255,,interacts with,Rothia (interacts with) Actinobacillus,false,interacts with,Rothia (interacts with) Actinobacillus,
350,1.1485246993,,interacts with,Prevotella (interacts with) RV,false,interacts with,Prevotella (interacts with) RV,
351,-1.2192138891,,interacts with,Prevotella (interacts with) PIV3,false,interacts with,Prevotella (interacts with) PIV3,
352,2.0726833688,,interacts with,Prevotella (interacts with) Saccharomyces,false,interacts with,Prevotella (interacts with) Saccharomyces,
353,-3.0703031536,,interacts with,Prevotella (interacts with) Penicillium,false,interacts with,Prevotella (interacts with) Penicillium,
354,-5.3366562125,,interacts with,Prevotella (interacts with) Cryptococcus,false,interacts with,Prevotella (interacts with) Cryptococcus,
355,3.4286653134,,interacts with,Prevotella (interacts with) Candida,false,interacts with,Prevotella (interacts with) Candida,
356,5.5446613564,,interacts with,Prevotella (interacts with) Aspergillus,false,interacts with,Prevotella (interacts with) Aspergillus,
357,1.4105254187,1,interacts with,Prevotella (interacts with) Pseudomonas,true,interacts with,Prevotella (interacts with) Pseudomonas,
358,1.8177561765,,interacts with,Prevotella (interacts with) Moraxella,false,interacts with,Prevotella (interacts with) Moraxella,
359,8.7941697789,,interacts with,Prevotella (interacts with) Klebsiella,false,interacts with,Prevotella (interacts with) Klebsiella,
360,38.4026106829,,interacts with,Prevotella (interacts with) Veillonella,false,interacts with,Prevotella (interacts with) Veillonella,
361,-0.1742377039,,interacts with,Prevotella (interacts with) Streptococcus,false,interacts with,Prevotella (interacts with) Streptococcus,
362,3.1560451438,,interacts with,Prevotella (interacts with) Rothia,false,interacts with,Prevotella (interacts with) Rothia,
363,11.2335932645,,interacts with,Prevotella (interacts with) Porphyromonas,false,interacts with,Prevotella (interacts with) Porphyromonas,
364,8.1223719618,,interacts with,Prevotella (interacts with) Neisseria,false,interacts with,Prevotella (interacts with) Neisseria,
365,73.1435827908,,interacts with,Prevotella (interacts with) Leptotrichia,false,interacts with,Prevotella (interacts with) Leptotrichia,
366,-6.9929092242,,interacts with,Prevotella (interacts with) Haemophilus,false,interacts with,Prevotella (interacts with) Haemophilus,
367,6.393243162,,interacts with,Prevotella (interacts with) Granulicatella,false,interacts with,Prevotella (interacts with) Granulicatella,
368,11.6184721752,,interacts with,Prevotella (interacts with) Gemella,false,interacts with,Prevotella (interacts with) Gemella,
369,35.4502195948,,interacts with,Prevotella (interacts with) Fusobacterium,false,interacts with,Prevotella (interacts with) Fusobacterium,
370,23.9786822155,,interacts with,Prevotella (interacts with) Actinomyces,false,interacts with,Prevotella (interacts with) Actinomyces,
371,4.0415174642,,interacts with,Prevotella (interacts with) Actinobacillus,false,interacts with,Prevotella (interacts with) Actinobacillus,
372,2.1719952965,,interacts with,Porphyromonas (interacts with) RV,false,interacts with,Porphyromonas (interacts with) RV,
373,-2.2927994523,,interacts with,Porphyromonas (interacts with) PIV3,false,interacts with,Porphyromonas (interacts with) PIV3,
374,-2.5155550545,,interacts with,Porphyromonas (interacts with) Saccharomyces,false,interacts with,Porphyromonas (interacts with) Saccharomyces,
375,-0.3464370844,,interacts with,Porphyromonas (interacts with) Penicillium,false,interacts with,Porphyromonas (interacts with) Penicillium,
376,-2.7849611871,,interacts with,Porphyromonas (interacts with) Cryptococcus,false,interacts with,Porphyromonas (interacts with) Cryptococcus,
377,2.9645790541,,interacts with,Porphyromonas (interacts with) Candida,false,interacts with,Porphyromonas (interacts with) Candida,
378,4.6720080193,,interacts with,Porphyromonas (interacts with) Aspergillus,false,interacts with,Porphyromonas (interacts with) Aspergillus,
379,1.1773387304,1,interacts with,Porphyromonas (interacts with) Pseudomonas,true,interacts with,Porphyromonas (interacts with) Pseudomonas,
380,5.4802425147,,interacts with,Porphyromonas (interacts with) Moraxella,false,interacts with,Porphyromonas (interacts with) Moraxella,
381,12.6239223146,,interacts with,Porphyromonas (interacts with) Klebsiella,false,interacts with,Porphyromonas (interacts with) Klebsiella,
382,20.9611622354,,interacts with,Porphyromonas (interacts with) Veillonella,false,interacts with,Porphyromonas (interacts with) Veillonella,
383,-0.8032398489,,interacts with,Porphyromonas (interacts with) Streptococcus,false,interacts with,Porphyromonas (interacts with) Streptococcus,
384,1.4561967513,,interacts with,Porphyromonas (interacts with) Rothia,false,interacts with,Porphyromonas (interacts with) Rothia,
385,11.2335932645,,interacts with,Porphyromonas (interacts with) Prevotella,false,interacts with,Porphyromonas (interacts with) Prevotella,
386,9.9581318087,,interacts with,Porphyromonas (interacts with) Neisseria,false,interacts with,Porphyromonas (interacts with) Neisseria,
387,27.8124076492,,interacts with,Porphyromonas (interacts with) Leptotrichia,false,interacts with,Porphyromonas (interacts with) Leptotrichia,
388,-5.4399588804,,interacts with,Porphyromonas (interacts with) Haemophilus,false,interacts with,Porphyromonas (interacts with) Haemophilus,
389,2.1118603611,,interacts with,Porphyromonas (interacts with) Granulicatella,false,interacts with,Porphyromonas (interacts with) Granulicatella,
390,8.0712172879,,interacts with,Porphyromonas (interacts with) Gemella,false,interacts with,Porphyromonas (interacts with) Gemella,
391,28.4576909304,,interacts with,Porphyromonas (interacts with) Fusobacterium,false,interacts with,Porphyromonas (interacts with) Fusobacterium,
392,7.683413731,,interacts with,Porphyromonas (interacts with) Actinomyces,false,interacts with,Porphyromonas (interacts with) Actinomyces,
393,7.5053832687,,interacts with,Porphyromonas (interacts with) Actinobacillus,false,interacts with,Porphyromonas (interacts with) Actinobacillus,
394,3.7107180918,,interacts with,Neisseria (interacts with) RV,false,interacts with,Neisseria (interacts with) RV,
395,0.5222567979,,interacts with,Neisseria (interacts with) PIV3,false,interacts with,Neisseria (interacts with) PIV3,
396,-0.7454934297,,interacts with,Neisseria (interacts with) Penicillium,false,interacts with,Neisseria (interacts with) Penicillium,
397,-4.1665711227,,interacts with,Neisseria (interacts with) Cryptococcus,false,interacts with,Neisseria (interacts with) Cryptococcus,
398,0.7818353845,,interacts with,Neisseria (interacts with) Candida,false,interacts with,Neisseria (interacts with) Candida,
399,3.5930346686,,interacts with,Neisseria (interacts with) Aspergillus,false,interacts with,Neisseria (interacts with) Aspergillus,
400,5.2859830009,1,interacts with,Neisseria (interacts with) Pseudomonas,true,interacts with,Neisseria (interacts with) Pseudomonas,
401,0.692244356,,interacts with,Neisseria (interacts with) Moraxella,false,interacts with,Neisseria (interacts with) Moraxella,
402,2.934120385,,interacts with,Neisseria (interacts with) Klebsiella,false,interacts with,Neisseria (interacts with) Klebsiella,
403,8.2432761817,,interacts with,Neisseria (interacts with) Veillonella,false,interacts with,Neisseria (interacts with) Veillonella,
404,-2.2032657441,,interacts with,Neisseria (interacts with) Streptococcus,false,interacts with,Neisseria (interacts with) Streptococcus,
405,2.3675338751,,interacts with,Neisseria (interacts with) Rothia,false,interacts with,Neisseria (interacts with) Rothia,
406,8.1223719618,,interacts with,Neisseria (interacts with) Prevotella,false,interacts with,Neisseria (interacts with) Prevotella,
407,9.9581318087,,interacts with,Neisseria (interacts with) Porphyromonas,false,interacts with,Neisseria (interacts with) Porphyromonas,
408,20.8144701024,,interacts with,Neisseria (interacts with) Leptotrichia,false,interacts with,Neisseria (interacts with) Leptotrichia,
409,-3.4211233519,,interacts with,Neisseria (interacts with) Haemophilus,false,interacts with,Neisseria (interacts with) Haemophilus,
410,3.1874180689,,interacts with,Neisseria (interacts with) Granulicatella,false,interacts with,Neisseria (interacts with) Granulicatella,
411,7.3582648828,,interacts with,Neisseria (interacts with) Gemella,false,interacts with,Neisseria (interacts with) Gemella,
412,11.1960990291,,interacts with,Neisseria (interacts with) Fusobacterium,false,interacts with,Neisseria (interacts with) Fusobacterium,
413,6.5870841912,,interacts with,Neisseria (interacts with) Actinomyces,false,interacts with,Neisseria (interacts with) Actinomyces,
414,5.3186206239,,interacts with,Neisseria (interacts with) Actinobacillus,false,interacts with,Neisseria (interacts with) Actinobacillus,
415,-0.4449102718,,interacts with,Leptotrichia (interacts with) RV,false,interacts with,Leptotrichia (interacts with) RV,
416,-1.0979742305,,interacts with,Leptotrichia (interacts with) PIV3,false,interacts with,Leptotrichia (interacts with) PIV3,
417,10.6677495012,,interacts with,Leptotrichia (interacts with) Saccharomyces,false,interacts with,Leptotrichia (interacts with) Saccharomyces,
418,-2.7733224515,,interacts with,Leptotrichia (interacts with) Penicillium,false,interacts with,Leptotrichia (interacts with) Penicillium,
419,-4.5364766537,,interacts with,Leptotrichia (interacts with) Cryptococcus,false,interacts with,Leptotrichia (interacts with) Cryptococcus,
420,-0.0677786989,,interacts with,Leptotrichia (interacts with) Candida,false,interacts with,Leptotrichia (interacts with) Candida,
421,6.4597966669,,interacts with,Leptotrichia (interacts with) Aspergillus,false,interacts with,Leptotrichia (interacts with) Aspergillus,
422,2.5022205122,1,interacts with,Leptotrichia (interacts with) Pseudomonas,true,interacts with,Leptotrichia (interacts with) Pseudomonas,
423,1.1113321984,,interacts with,Leptotrichia (interacts with) Moraxella,false,interacts with,Leptotrichia (interacts with) Moraxella,
424,6.2048129235,,interacts with,Leptotrichia (interacts with) Klebsiella,false,interacts with,Leptotrichia (interacts with) Klebsiella,
425,11.3261065326,,interacts with,Leptotrichia (interacts with) Veillonella,false,interacts with,Leptotrichia (interacts with) Veillonella,
426,-1.6551598635,,interacts with,Leptotrichia (interacts with) Streptococcus,false,interacts with,Leptotrichia (interacts with) Streptococcus,
427,1.0219529506,,interacts with,Leptotrichia (interacts with) Rothia,false,interacts with,Leptotrichia (interacts with) Rothia,
428,29.362246665,,interacts with,Leptotrichia (interacts with) Prevotella,false,interacts with,Leptotrichia (interacts with) Prevotella,
429,29.2932653817,,interacts with,Leptotrichia (interacts with) Porphyromonas,false,interacts with,Leptotrichia (interacts with) Porphyromonas,
430,21.124601712,,interacts with,Leptotrichia (interacts with) Neisseria,false,interacts with,Leptotrichia (interacts with) Neisseria,
431,-6.3652661307,,interacts with,Leptotrichia (interacts with) Haemophilus,false,interacts with,Leptotrichia (interacts with) Haemophilus,
432,1.7120382647,,interacts with,Leptotrichia (interacts with) Granulicatella,false,interacts with,Leptotrichia (interacts with) Granulicatella,
433,20.3551442031,,interacts with,Leptotrichia (interacts with) Gemella,false,interacts with,Leptotrichia (interacts with) Gemella,
434,18.3946191984,,interacts with,Leptotrichia (interacts with) Fusobacterium,false,interacts with,Leptotrichia (interacts with) Fusobacterium,
435,15.3737016287,,interacts with,Leptotrichia (interacts with) Actinomyces,false,interacts with,Leptotrichia (interacts with) Actinomyces,
436,8.4923584429,,interacts with,Leptotrichia (interacts with) Actinobacillus,false,interacts with,Leptotrichia (interacts with) Actinobacillus,
437,0.5848336068,,interacts with,Haemophilus (interacts with) RV,false,interacts with,Haemophilus (interacts with) RV,
438,-5.5171060961,,interacts with,Haemophilus (interacts with) PIV3,false,interacts with,Haemophilus (interacts with) PIV3,
439,6.3070512191,,interacts with,Haemophilus (interacts with) Saccharomyces,false,interacts with,Haemophilus (interacts with) Saccharomyces,
440,5.1333384068,,interacts with,Haemophilus (interacts with) Penicillium,false,interacts with,Haemophilus (interacts with) Penicillium,
441,7.4592462438,,interacts with,Haemophilus (interacts with) Cryptococcus,false,interacts with,Haemophilus (interacts with) Cryptococcus,
442,8.9009550719,,interacts with,Haemophilus (interacts with) Candida,false,interacts with,Haemophilus (interacts with) Candida,
443,10.0281792228,,interacts with,Haemophilus (interacts with) Aspergillus,false,interacts with,Haemophilus (interacts with) Aspergillus,
444,2.9640925945,1,interacts with,Haemophilus (interacts with) Pseudomonas,true,interacts with,Haemophilus (interacts with) Pseudomonas,
445,-1.8589610023,,interacts with,Haemophilus (interacts with) Moraxella,false,interacts with,Haemophilus (interacts with) Moraxella,
446,-3.8830262263,,interacts with,Haemophilus (interacts with) Klebsiella,false,interacts with,Haemophilus (interacts with) Klebsiella,
447,-13.8045343752,,interacts with,Haemophilus (interacts with) Veillonella,false,interacts with,Haemophilus (interacts with) Veillonella,
448,20.5252431594,,interacts with,Haemophilus (interacts with) Streptococcus,false,interacts with,Haemophilus (interacts with) Streptococcus,
449,-6.964600356,,interacts with,Haemophilus (interacts with) Rothia,false,interacts with,Haemophilus (interacts with) Rothia,
450,-7.3575243592,,interacts with,Haemophilus (interacts with) Prevotella,false,interacts with,Haemophilus (interacts with) Prevotella,
451,-79.8489620909,,interacts with,Haemophilus (interacts with) Porphyromonas,false,interacts with,Haemophilus (interacts with) Porphyromonas,
452,-5.9790343398,,interacts with,Haemophilus (interacts with) Neisseria,false,interacts with,Haemophilus (interacts with) Neisseria,
453,-44.0303711774,,interacts with,Haemophilus (interacts with) Leptotrichia,false,interacts with,Haemophilus (interacts with) Leptotrichia,
454,0.7216874921,,interacts with,Haemophilus (interacts with) Granulicatella,false,interacts with,Haemophilus (interacts with) Granulicatella,
455,-15.1840941802,,interacts with,Haemophilus (interacts with) Gemella,false,interacts with,Haemophilus (interacts with) Gemella,
456,-25.5888394306,,interacts with,Haemophilus (interacts with) Fusobacterium,false,interacts with,Haemophilus (interacts with) Fusobacterium,
457,-20.0743459457,,interacts with,Haemophilus (interacts with) Actinomyces,false,interacts with,Haemophilus (interacts with) Actinomyces,
458,-3.3468133919,,interacts with,Haemophilus (interacts with) Actinobacillus,false,interacts with,Haemophilus (interacts with) Actinobacillus,
459,-1.6029855195,,interacts with,Granulicatella (interacts with) PIV3,false,interacts with,Granulicatella (interacts with) PIV3,
460,13.2555478618,,interacts with,Granulicatella (interacts with) Saccharomyces,false,interacts with,Granulicatella (interacts with) Saccharomyces,
461,15.2362741247,,interacts with,Granulicatella (interacts with) Penicillium,false,interacts with,Granulicatella (interacts with) Penicillium,
462,15.3110877256,,interacts with,Granulicatella (interacts with) Cryptococcus,false,interacts with,Granulicatella (interacts with) Cryptococcus,
463,3.4333854978,,interacts with,Granulicatella (interacts with) Candida,false,interacts with,Granulicatella (interacts with) Candida,
464,0.6476051575,,interacts with,Granulicatella (interacts with) Aspergillus,false,interacts with,Granulicatella (interacts with) Aspergillus,
465,5.2901972622,1,interacts with,Granulicatella (interacts with) Pseudomonas,true,interacts with,Granulicatella (interacts with) Pseudomonas,
466,3.9143900262,,interacts with,Granulicatella (interacts with) Moraxella,false,interacts with,Granulicatella (interacts with) Moraxella,
467,-0.8009241288,,interacts with,Granulicatella (interacts with) Klebsiella,false,interacts with,Granulicatella (interacts with) Klebsiella,
468,7.2135088971,,interacts with,Granulicatella (interacts with) Veillonella,false,interacts with,Granulicatella (interacts with) Veillonella,
469,-0.6654724601,,interacts with,Granulicatella (interacts with) Streptococcus,false,interacts with,Granulicatella (interacts with) Streptococcus,
470,6.9788527649,,interacts with,Granulicatella (interacts with) Rothia,false,interacts with,Granulicatella (interacts with) Rothia,
471,6.393243162,,interacts with,Granulicatella (interacts with) Prevotella,false,interacts with,Granulicatella (interacts with) Prevotella,
472,2.1118603611,,interacts with,Granulicatella (interacts with) Porphyromonas,false,interacts with,Granulicatella (interacts with) Porphyromonas,
473,3.1874180689,,interacts with,Granulicatella (interacts with) Neisseria,false,interacts with,Granulicatella (interacts with) Neisseria,
474,1.9530213638,,interacts with,Granulicatella (interacts with) Leptotrichia,false,interacts with,Granulicatella (interacts with) Leptotrichia,
475,0.7216874921,,interacts with,Granulicatella (interacts with) Haemophilus,false,interacts with,Granulicatella (interacts with) Haemophilus,
476,3.6900620305,,interacts with,Granulicatella (interacts with) Gemella,false,interacts with,Granulicatella (interacts with) Gemella,
477,2.2314587724,,interacts with,Granulicatella (interacts with) Fusobacterium,false,interacts with,Granulicatella (interacts with) Fusobacterium,
478,22.6389888061,,interacts with,Granulicatella (interacts with) Actinomyces,false,interacts with,Granulicatella (interacts with) Actinomyces,
479,-0.5993475977,,interacts with,Granulicatella (interacts with) Actinobacillus,false,interacts with,Granulicatella (interacts with) Actinobacillus,
480,1.2608436464,,interacts with,Gemella (interacts with) Saccharomyces,false,interacts with,Gemella (interacts with) Saccharomyces,
481,-1.0855807927,,interacts with,Gemella (interacts with) Penicillium,false,interacts with,Gemella (interacts with) Penicillium,
482,-1.0445596412,,interacts with,Gemella (interacts with) Cryptococcus,false,interacts with,Gemella (interacts with) Cryptococcus,
483,1.0512092942,,interacts with,Gemella (interacts with) Candida,false,interacts with,Gemella (interacts with) Candida,
484,3.1446716885,,interacts with,Gemella (interacts with) Aspergillus,false,interacts with,Gemella (interacts with) Aspergillus,
485,1.4434903949,1,interacts with,Gemella (interacts with) Pseudomonas,true,interacts with,Gemella (interacts with) Pseudomonas,
486,3.0374508094,,interacts with,Gemella (interacts with) Moraxella,false,interacts with,Gemella (interacts with) Moraxella,
487,5.8905924165,,interacts with,Gemella (interacts with) Klebsiella,false,interacts with,Gemella (interacts with) Klebsiella,
488,8.9079906744,,interacts with,Gemella (interacts with) Veillonella,false,interacts with,Gemella (interacts with) Veillonella,
489,-1.164932575,,interacts with,Gemella (interacts with) Streptococcus,false,interacts with,Gemella (interacts with) Streptococcus,
490,4.3167487556,,interacts with,Gemella (interacts with) Rothia,false,interacts with,Gemella (interacts with) Rothia,
491,11.6184721752,,interacts with,Gemella (interacts with) Prevotella,false,interacts with,Gemella (interacts with) Prevotella,
492,8.0712172879,,interacts with,Gemella (interacts with) Porphyromonas,false,interacts with,Gemella (interacts with) Porphyromonas,
493,7.3582648828,,interacts with,Gemella (interacts with) Neisseria,false,interacts with,Gemella (interacts with) Neisseria,
494,20.1844821405,,interacts with,Gemella (interacts with) Leptotrichia,false,interacts with,Gemella (interacts with) Leptotrichia,
495,-5.362870055,,interacts with,Gemella (interacts with) Haemophilus,false,interacts with,Gemella (interacts with) Haemophilus,
