"SUID","BEND_MAP_ID","cluster1_Adj_cyto.csv","EdgeBetweenness","inter","interaction","name","selected","shared interaction","shared name"
"1522","1522","7.600875498380259","1.18253968","1","interacts with","Neisseria (interacts with) Fusobacterium","false","interacts with","Neisseria (interacts with) Fusobacterium"
"1523","1523","6.9023147149420705","1.1302521","1","interacts with","Neisseria (interacts with) Actinomyces","false","interacts with","Neisseria (interacts with) Actinomyces"
"1524","1524","5.32810186456346","1.32320545","1","interacts with","Neisseria (interacts with) Actinobacillus","false","interacts with","Neisseria (interacts with) Actinobacillus"
"1525","1525","0.806969149056537","1.13392857","1","interacts with","Leptotrichia (interacts with) PIV3","false","interacts with","Leptotrichia (interacts with) PIV3"
"1526","1526","13.277203655134098","1.05","1","interacts with","Leptotrichia (interacts with) unidentified","false","interacts with","Leptotrichia (interacts with) unidentified"
"1527","1527","4.38351727892281","1.37747432","1","interacts with","Leptotrichia (interacts with) Saccharomyces","false","interacts with","Leptotrichia (interacts with) Saccharomyces"
"1528","1528","0.8008100241940831","1.32741327","1","interacts with","Leptotrichia (interacts with) Penicillium","false","interacts with","Leptotrichia (interacts with) Penicillium"
"1529","1529","-1.20287544062078","1.0625","-1","interacts with","Leptotrichia (interacts with) Cryptococcus","false","interacts with","Leptotrichia (interacts with) Cryptococcus"
"1530","1530","-1.99530424812877","1.1716792","-1","interacts with","Leptotrichia (interacts with) Candida","false","interacts with","Leptotrichia (interacts with) Candida"
"1531","1531","2.9387165957573904","1.47559524","1","interacts with","Leptotrichia (interacts with) Aspergillus","false","interacts with","Leptotrichia (interacts with) Aspergillus"
"1532","1532","0.16809343442108898","1.0","1","interacts with","Leptotrichia (interacts with) Pseudomonas","false","interacts with","Leptotrichia (interacts with) Pseudomonas"
"1533","1533","-1.99194314323175","1.43777473","-1","interacts with","Leptotrichia (interacts with) Moraxella","false","interacts with","Leptotrichia (interacts with) Moraxella"
"1534","1534","-1.4091594617590202","1.31914099","-1","interacts with","Leptotrichia (interacts with) Klebsiella","false","interacts with","Leptotrichia (interacts with) Klebsiella"
"1535","1535","15.578043660522999","1.125","1","interacts with","Leptotrichia (interacts with) Veillonella","false","interacts with","Leptotrichia (interacts with) Veillonella"
"1536","1536","2.93412425603948","1.12406015","1","interacts with","Leptotrichia (interacts with) Streptococcus","false","interacts with","Leptotrichia (interacts with) Streptococcus"
"1537","1537","7.141251203595621","1.11904762","1","interacts with","Leptotrichia (interacts with) Rothia","false","interacts with","Leptotrichia (interacts with) Rothia"
"1538","1538","23.1519519926079","1.18392857","1","interacts with","Leptotrichia (interacts with) Prevotella","false","interacts with","Leptotrichia (interacts with) Prevotella"
"1539","1539","6.580353775507259","1.1927521","1","interacts with","Leptotrichia (interacts with) Porphyromonas","false","interacts with","Leptotrichia (interacts with) Porphyromonas"
"1540","1540","8.328744129742299","1.0","1","interacts with","Leptotrichia (interacts with) Neisseria","false","interacts with","Leptotrichia (interacts with) Neisseria"
"1541","1541","1.3928888969017899","1.12698413","1","interacts with","Leptotrichia (interacts with) Haemophilus","false","interacts with","Leptotrichia (interacts with) Haemophilus"
"1542","1542","9.340009555485189","1.25465686","1","interacts with","Leptotrichia (interacts with) Granulicatella","false","interacts with","Leptotrichia (interacts with) Granulicatella"
"1543","1543","8.696408707108361","1.25798872","1","interacts with","Leptotrichia (interacts with) Gemella","false","interacts with","Leptotrichia (interacts with) Gemella"
