"SUID","BEND_MAP_ID","cluster2_Adj_cyto.csv","EdgeBetweenness","inter","interaction","name","selected","shared interaction","shared name"
"2110","2110","-3.41838288823001","1.14786967","-1","interacts with","Candida (interacts with) Saccharomyces","false","interacts with","Candida (interacts with) Saccharomyces"
"2111","2111","-43.2356666539451","1.05263158","-1","interacts with","Candida (interacts with) unidentified","false","interacts with","Candida (interacts with) unidentified"
"2112","2112","2.88816566429566","1.15025063","1","interacts with","Candida (interacts with) PIV3","false","interacts with","Candida (interacts with) PIV3"
"2113","2113","0.559359597451944","1.16081871","1","interacts with","Candida (interacts with) RV","false","interacts with","Candida (interacts with) RV"
"2114","2114","-3.36408970705204","1.04545455","-1","interacts with","Cryptococcus (interacts with) Actinobacillus","false","interacts with","Cryptococcus (interacts with) Actinobacillus"
"2115","2115","-2.84198415991447","1.05263158","-1","interacts with","Cryptococcus (interacts with) Actinomyces","false","interacts with","Cryptococcus (interacts with) Actinomyces"
"2116","2116","-5.618860734959049","1.04761905","-1","interacts with","Cryptococcus (interacts with) Fusobacterium","false","interacts with","Cryptococcus (interacts with) Fusobacterium"
"2117","2117","-1.04455964124219","1.10555556","-1","interacts with","Cryptococcus (interacts with) Gemella","false","interacts with","Cryptococcus (interacts with) Gemella"
"2118","2118","15.3110877256058","1.05263158","1","interacts with","Cryptococcus (interacts with) Granulicatella","false","interacts with","Cryptococcus (interacts with) Granulicatella"
"2119","2119","7.45924624380134","1.0","1","interacts with","Cryptococcus (interacts with) Haemophilus","false","interacts with","Cryptococcus (interacts with) Haemophilus"
"2120","2120","-4.53647665373505","1.0","-1","interacts with","Cryptococcus (interacts with) Leptotrichia","false","interacts with","Cryptococcus (interacts with) Leptotrichia"
"2121","2121","-4.16657112267452","1.04761905","-1","interacts with","Cryptococcus (interacts with) Neisseria","false","interacts with","Cryptococcus (interacts with) Neisseria"
"2122","2122","-2.78496118709687","1.0","-1","interacts with","Cryptococcus (interacts with) Porphyromonas","false","interacts with","Cryptococcus (interacts with) Porphyromonas"
"2123","2123","-5.336656212514121","1.0","-1","interacts with","Cryptococcus (interacts with) Prevotella","false","interacts with","Cryptococcus (interacts with) Prevotella"
"2124","2124","1.1859551959286698","1.15882353","1","interacts with","Cryptococcus (interacts with) Rothia","false","interacts with","Cryptococcus (interacts with) Rothia"
"2125","2125","4.752301873168901","1.04545455","1","interacts with","Cryptococcus (interacts with) Streptococcus","false","interacts with","Cryptococcus (interacts with) Streptococcus"
"2126","2126","-7.00444958818382","1.0","-1","interacts with","Cryptococcus (interacts with) Veillonella","false","interacts with","Cryptococcus (interacts with) Veillonella"
"2127","2127","-3.7589214235252704","1.04761905","-1","interacts with","Cryptococcus (interacts with) Klebsiella","false","interacts with","Cryptococcus (interacts with) Klebsiella"
"2128","2128","-1.27633825876619","1.1031746","-1","interacts with","Cryptococcus (interacts with) Moraxella","false","interacts with","Cryptococcus (interacts with) Moraxella"
"2129","2129","0.25194231453709603","1.22624269","1","interacts with","Cryptococcus (interacts with) Pseudomonas","false","interacts with","Cryptococcus (interacts with) Pseudomonas"
"2130","2130","-3.7521812714400697","1.04761905","-1","interacts with","Cryptococcus (interacts with) Aspergillus","false","interacts with","Cryptococcus (interacts with) Aspergillus"
"2131","2131","14.7071371313763","1.05263158","1","interacts with","Cryptococcus (interacts with) Candida","false","interacts with","Cryptococcus (interacts with) Candida"
"2132","2132","10.385576094088801","1.04761905","1","interacts with","Cryptococcus (interacts with) Penicillium","false","interacts with","Cryptococcus (interacts with) Penicillium"
"2133","2133","4.86883061143713","1.0952381","1","interacts with","Cryptococcus (interacts with) Saccharomyces","false","interacts with","Cryptococcus (interacts with) Saccharomyces"
"2134","2134","9.17304053162918","1.0","1","interacts with","Cryptococcus (interacts with) unidentified","false","interacts with","Cryptococcus (interacts with) unidentified"
"2135","2135","-2.6242914279453102","1.09761905","-1","interacts with","Cryptococcus (interacts with) PIV3","false","interacts with","Cryptococcus (interacts with) PIV3"
"2136","2136","-1.5410346114892302","1.22331871","-1","interacts with","Cryptococcus (interacts with) RV","false","interacts with","Cryptococcus (interacts with) RV"
"2137","2137","-2.29084560235439","1.09307359","-1","interacts with","Penicillium (interacts with) Actinobacillus","false","interacts with","Penicillium (interacts with) Actinobacillus"
"2138","2138","-0.5714683036367499","1.10025063","-1","interacts with","Penicillium (interacts with) Actinomyces","false","interacts with","Penicillium (interacts with) Actinomyces"
"2139","2139","-3.3376919411227","1.0952381","-1","interacts with","Penicillium (interacts with) Fusobacterium","false","interacts with","Penicillium (interacts with) Fusobacterium"
"2140","2140","-1.0855807927151802","1.1531746","-1","interacts with","Penicillium (interacts with) Gemella","false","interacts with","Penicillium (interacts with) Gemella"
"2141","2141","15.236274124738","1.10025063","1","interacts with","Penicillium (interacts with) Granulicatella","false","interacts with","Penicillium (interacts with) Granulicatella"
"2142","2142","5.13333840680242","1.04761905","1","interacts with","Penicillium (interacts with) Haemophilus","false","interacts with","Penicillium (interacts with) Haemophilus"
"2143","2143","-2.77332245149787","1.04761905","-1","interacts with","Penicillium (interacts with) Leptotrichia","false","interacts with","Penicillium (interacts with) Leptotrichia"
"2144","2144","-0.745493429695332","1.0952381","-1","interacts with","Penicillium (interacts with) Neisseria","false","interacts with","Penicillium (interacts with) Neisseria"
"2145","2145","-0.346437084377416","1.04761905","-1","interacts with","Penicillium (interacts with) Porphyromonas","false","interacts with","Penicillium (interacts with) Porphyromonas"
"2146","2146","-3.0703031535874397","1.04761905","-1","interacts with","Penicillium (interacts with) Prevotella","false","interacts with","Penicillium (interacts with) Prevotella"
"2147","2147","0.290041064260557","1.20644258","1","interacts with","Penicillium (interacts with) Rothia","false","interacts with","Penicillium (interacts with) Rothia"
"2148","2148","3.17606668348621","1.09307359","1","interacts with","Penicillium (interacts with) Streptococcus","false","interacts with","Penicillium (interacts with) Streptococcus"
"2149","2149","-4.0112453126190495","1.04761905","-1","interacts with","Penicillium (interacts with) Veillonella","false","interacts with","Penicillium (interacts with) Veillonella"
"2150","2150","-3.43961982162799","1.0952381","-1","interacts with","Penicillium (interacts with) Klebsiella","false","interacts with","Penicillium (interacts with) Klebsiella"
"2151","2151","0.582199006903077","1.17068713","1","interacts with","Penicillium (interacts with) Pseudomonas","false","interacts with","Penicillium (interacts with) Pseudomonas"
"2152","2152","-0.607678457697564","1.0952381","-1","interacts with","Penicillium (interacts with) Aspergillus","false","interacts with","Penicillium (interacts with) Aspergillus"
"2153","2153","-1.24494540962381","1.10025063","-1","interacts with","Penicillium (interacts with) Candida","false","interacts with","Penicillium (interacts with) Candida"
"2154","2154","10.385576094088801","1.04761905","1","interacts with","Penicillium (interacts with) Cryptococcus","false","interacts with","Penicillium (interacts with) Cryptococcus"
"2155","2155","3.18153528918683","1.14285714","1","interacts with","Penicillium (interacts with) Saccharomyces","false","interacts with","Penicillium (interacts with) Saccharomyces"
"2156","2156","5.61664617668153","1.04761905","1","interacts with","Penicillium (interacts with) unidentified","false","interacts with","Penicillium (interacts with) unidentified"
"2157","2157","-2.72869096853356","1.1452381","-1","interacts with","Penicillium (interacts with) PIV3","false","interacts with","Penicillium (interacts with) PIV3"
"2158","2158","3.9145094099085402","1.27093776","1","interacts with","Penicillium (interacts with) RV","false","interacts with","Penicillium (interacts with) RV"
"2159","2159","-1.91004138291372","1.14069264","-1","interacts with","Saccharomyces (interacts with) Actinobacillus","false","interacts with","Saccharomyces (interacts with) Actinobacillus"
"2160","2160","3.5816765680141","1.14786967","1","interacts with","Saccharomyces (interacts with) Actinomyces","false","interacts with","Saccharomyces (interacts with) Actinomyces"
"2161","2161","-2.0613657935439096","1.14285714","-1","interacts with","Saccharomyces (interacts with) Fusobacterium","false","interacts with","Saccharomyces (interacts with) Fusobacterium"
"2162","2162","1.26084364640747","1.20079365","1","interacts with","Saccharomyces (interacts with) Gemella","false","interacts with","Saccharomyces (interacts with) Gemella"
"2163","2163","13.255547861823402","1.14786967","1","interacts with","Saccharomyces (interacts with) Granulicatella","false","interacts with","Saccharomyces (interacts with) Granulicatella"
"2164","2164","6.30705121907991","1.0952381","1","interacts with","Saccharomyces (interacts with) Haemophilus","false","interacts with","Saccharomyces (interacts with) Haemophilus"
"2165","2165","10.6049172706903","1.0952381","1","interacts with","Saccharomyces (interacts with) Leptotrichia","false","interacts with","Saccharomyces (interacts with) Leptotrichia"
"2166","2166","-2.51555505445607","1.0952381","-1","interacts with","Saccharomyces (interacts with) Porphyromonas","false","interacts with","Saccharomyces (interacts with) Porphyromonas"
"2167","2167","2.0726833687540003","1.0952381","1","interacts with","Saccharomyces (interacts with) Prevotella","false","interacts with","Saccharomyces (interacts with) Prevotella"
"2168","2168","0.0865334822416335","1.25406162","1","interacts with","Saccharomyces (interacts with) Rothia","false","interacts with","Saccharomyces (interacts with) Rothia"
"2169","2169","8.69362685584338","1.14069264","1","interacts with","Saccharomyces (interacts with) Streptococcus","false","interacts with","Saccharomyces (interacts with) Streptococcus"
"2170","2170","-1.22341442067749","1.0952381","-1","interacts with","Saccharomyces (interacts with) Veillonella","false","interacts with","Saccharomyces (interacts with) Veillonella"
"2171","2171","-0.695014683992264","1.1984127","-1","interacts with","Saccharomyces (interacts with) Moraxella","false","interacts with","Saccharomyces (interacts with) Moraxella"
"2172","2172","-1.3116862933873799","1.32148079","-1","interacts with","Saccharomyces (interacts with) Pseudomonas","false","interacts with","Saccharomyces (interacts with) Pseudomonas"
"2173","2173","-1.59364735744647","1.14285714","-1","interacts with","Saccharomyces (interacts with) Aspergillus","false","interacts with","Saccharomyces (interacts with) Aspergillus"
"2174","2174","9.92789414163827","1.14786967","1","interacts with","Saccharomyces (interacts with) Candida","false","interacts with","Saccharomyces (interacts with) Candida"
"2175","2175","4.86883061143713","1.0952381","1","interacts with","Saccharomyces (interacts with) Cryptococcus","false","interacts with","Saccharomyces (interacts with) Cryptococcus"
"2176","2176","3.18153528918683","1.14285714","1","interacts with","Saccharomyces (interacts with) Penicillium","false","interacts with","Saccharomyces (interacts with) Penicillium"
"2177","2177","4.768337814463219","1.0952381","1","interacts with","Saccharomyces (interacts with) unidentified","false","interacts with","Saccharomyces (interacts with) unidentified"
"2178","2178","2.2966157092657404","1.19285714","1","interacts with","Saccharomyces (interacts with) PIV3","false","interacts with","Saccharomyces (interacts with) PIV3"
"2179","2179","-2.16068758153823","1.31855681","-1","interacts with","Saccharomyces (interacts with) RV","false","interacts with","Saccharomyces (interacts with) RV"
"2180","2180","-0.161025849543288","1.09545455","-1","interacts with","unidentified (interacts with) Actinobacillus","false","interacts with","unidentified (interacts with) Actinobacillus"
"2181","2181","0.7909815788476421","1.10263158","1","interacts with","unidentified (interacts with) Actinomyces","false","interacts with","unidentified (interacts with) Actinomyces"
"2182","2182","0.13093803094635","1.09761905","1","interacts with","unidentified (interacts with) Fusobacterium","false","interacts with","unidentified (interacts with) Fusobacterium"
"2183","2183","0.24927240911954898","1.15555556","1","interacts with","unidentified (interacts with) Gemella","false","interacts with","unidentified (interacts with) Gemella"
"2184","2184","2.9165135386817096","1.10263158","1","interacts with","unidentified (interacts with) Granulicatella","false","interacts with","unidentified (interacts with) Granulicatella"
"2185","2185","2.24140190564954","1.05","1","interacts with","unidentified (interacts with) Haemophilus","false","interacts with","unidentified (interacts with) Haemophilus"
"2186","2186","-0.679392572525043","1.05","-1","interacts with","unidentified (interacts with) Leptotrichia","false","interacts with","unidentified (interacts with) Leptotrichia"
"2187","2187","0.7005245871658771","1.09761905","1","interacts with","unidentified (interacts with) Neisseria","false","interacts with","unidentified (interacts with) Neisseria"
"2188","2188","0.44961955063960707","1.05","1","interacts with","unidentified (interacts with) Porphyromonas","false","interacts with","unidentified (interacts with) Porphyromonas"
"2189","2189","-2.78041119990748","1.05","-1","interacts with","unidentified (interacts with) Prevotella","false","interacts with","unidentified (interacts with) Prevotella"
"2190","2190","3.0767399024874003","1.09545455","1","interacts with","unidentified (interacts with) Streptococcus","false","interacts with","unidentified (interacts with) Streptococcus"
"2191","2191","-2.8488285581346697","1.05","-1","interacts with","unidentified (interacts with) Veillonella","false","interacts with","unidentified (interacts with) Veillonella"
"2192","2192","-0.43478974939558","1.09761905","-1","interacts with","unidentified (interacts with) Klebsiella","false","interacts with","unidentified (interacts with) Klebsiella"
"2193","2193","4.94960331165371","1.1531746","1","interacts with","unidentified (interacts with) Moraxella","false","interacts with","unidentified (interacts with) Moraxella"
"2194","2194","3.0193115336086898","1.22624269","1","interacts with","unidentified (interacts with) Pseudomonas","false","interacts with","unidentified (interacts with) Pseudomonas"
"2195","2195","0.873937610434335","1.04761905","1","interacts with","unidentified (interacts with) Aspergillus","false","interacts with","unidentified (interacts with) Aspergillus"
"2196","2196","7.47306246975","1.10263158","1","interacts with","unidentified (interacts with) Candida","false","interacts with","unidentified (interacts with) Candida"
"2197","2197","9.17304053162918","1.05","1","interacts with","unidentified (interacts with) Cryptococcus","false","interacts with","unidentified (interacts with) Cryptococcus"
"2198","2198","5.61664617668153","1.09761905","1","interacts with","unidentified (interacts with) Penicillium","false","interacts with","unidentified (interacts with) Penicillium"
"2199","2199","4.768337814463219","1.1452381","1","interacts with","unidentified (interacts with) Saccharomyces","false","interacts with","unidentified (interacts with) Saccharomyces"
"2200","2200","1.7461268862109598","1.14761905","1","interacts with","unidentified (interacts with) PIV3","false","interacts with","unidentified (interacts with) PIV3"
"2201","2201","0.88810711508995","1.27331871","1","interacts with","unidentified (interacts with) RV","false","interacts with","unidentified (interacts with) RV"
"2202","2202","2.8836531723386","1.14307359","1","interacts with","PIV3 (interacts with) Actinobacillus","false","interacts with","PIV3 (interacts with) Actinobacillus"
"2203","2203","-2.2088779828676497","1.15025063","-1","interacts with","PIV3 (interacts with) Actinomyces","false","interacts with","PIV3 (interacts with) Actinomyces"
"2204","2204","-1.60298551945245","1.15025063","-1","interacts with","PIV3 (interacts with) Granulicatella","false","interacts with","PIV3 (interacts with) Granulicatella"
"2205","2205","-2.05800735311086","1.09761905","-1","interacts with","PIV3 (interacts with) Haemophilus","false","interacts with","PIV3 (interacts with) Haemophilus"
"2206","2206","-1.09797423048655","1.09761905","-1","interacts with","PIV3 (interacts with) Leptotrichia","false","interacts with","PIV3 (interacts with) Leptotrichia"
"2207","2207","0.5222567978736079","1.1452381","1","interacts with","PIV3 (interacts with) Neisseria","false","interacts with","PIV3 (interacts with) Neisseria"
"2208","2208","-2.29279945233006","1.09761905","-1","interacts with","PIV3 (interacts with) Porphyromonas","false","interacts with","PIV3 (interacts with) Porphyromonas"
"2209","2209","-1.21921388911834","1.09761905","-1","interacts with","PIV3 (interacts with) Prevotella","false","interacts with","PIV3 (interacts with) Prevotella"
"2210","2210","2.04438700522803","1.25644258","1","interacts with","PIV3 (interacts with) Rothia","false","interacts with","PIV3 (interacts with) Rothia"
"2211","2211","1.95957918174997","1.14307359","1","interacts with","PIV3 (interacts with) Streptococcus","false","interacts with","PIV3 (interacts with) Streptococcus"
"2212","2212","-0.254420847307567","1.09761905","-1","interacts with","PIV3 (interacts with) Veillonella","false","interacts with","PIV3 (interacts with) Veillonella"
"2213","2213","1.10520549824881","1.1452381","1","interacts with","PIV3 (interacts with) Klebsiella","false","interacts with","PIV3 (interacts with) Klebsiella"
"2214","2214","1.55071525409976","1.20079365","1","interacts with","PIV3 (interacts with) Moraxella","false","interacts with","PIV3 (interacts with) Moraxella"
"2215","2215","3.79347243341667","1.32386174","1","interacts with","PIV3 (interacts with) Pseudomonas","false","interacts with","PIV3 (interacts with) Pseudomonas"
"2216","2216","0.033737722131175","1.1452381","1","interacts with","PIV3 (interacts with) Aspergillus","false","interacts with","PIV3 (interacts with) Aspergillus"
"2217","2217","9.2547570104464","1.15025063","1","interacts with","PIV3 (interacts with) Candida","false","interacts with","PIV3 (interacts with) Candida"
"2218","2218","-2.6242914279453102","1.09761905","-1","interacts with","PIV3 (interacts with) Cryptococcus","false","interacts with","PIV3 (interacts with) Cryptococcus"
"2219","2219","-2.72869096853356","1.1452381","-1","interacts with","PIV3 (interacts with) Penicillium","false","interacts with","PIV3 (interacts with) Penicillium"
"2220","2220","2.2966157092657404","1.19285714","1","interacts with","PIV3 (interacts with) Saccharomyces","false","interacts with","PIV3 (interacts with) Saccharomyces"
"2221","2221","1.7461268862109598","1.09761905","1","interacts with","PIV3 (interacts with) unidentified","false","interacts with","PIV3 (interacts with) unidentified"
"2222","2222","-2.03765801552335","1.21538221","-1","interacts with","PIV3 (interacts with) RV","false","interacts with","PIV3 (interacts with) RV"
"2223","2223","-1.4997373339371598","1.26877326","-1","interacts with","RV (interacts with) Actinobacillus","false","interacts with","RV (interacts with) Actinobacillus"
"2224","2224","-0.73103613066982","1.27093776","-1","interacts with","RV (interacts with) Fusobacterium","false","interacts with","RV (interacts with) Fusobacterium"
"2225","2225","1.23544117712796","1.22331871","1","interacts with","RV (interacts with) Haemophilus","false","interacts with","RV (interacts with) Haemophilus"
"2226","2226","-0.444910271834682","1.22331871","-1","interacts with","RV (interacts with) Leptotrichia","false","interacts with","RV (interacts with) Leptotrichia"
"2227","2227","3.71071809180607","1.27093776","1","interacts with","RV (interacts with) Neisseria","false","interacts with","RV (interacts with) Neisseria"
"2228","2228","2.17199529650236","1.22331871","1","interacts with","RV (interacts with) Porphyromonas","false","interacts with","RV (interacts with) Porphyromonas"
"2229","2229","1.1485246993290301","1.22331871","1","interacts with","RV (interacts with) Prevotella","false","interacts with","RV (interacts with) Prevotella"
"2230","2230","2.58480296252515","1.26081871","1","interacts with","RV (interacts with) Rothia","false","interacts with","RV (interacts with) Rothia"
"2231","2231","-4.314128706038661","1.26877326","-1","interacts with","RV (interacts with) Streptococcus","false","interacts with","RV (interacts with) Streptococcus"
"2232","2232","3.9772601426923706","1.22331871","1","interacts with","RV (interacts with) Veillonella","false","interacts with","RV (interacts with) Veillonella"
"2233","2233","-0.6888761569239311","1.27093776","-1","interacts with","RV (interacts with) Klebsiella","false","interacts with","RV (interacts with) Klebsiella"
"2234","2234","0.8113967348109441","1.20843776","1","interacts with","RV (interacts with) Moraxella","false","interacts with","RV (interacts with) Moraxella"
"2235","2235","0.42457449634939","1.27093776","1","interacts with","RV (interacts with) Aspergillus","false","interacts with","RV (interacts with) Aspergillus"
"2236","2236","5.16045180994026","1.16081871","1","interacts with","RV (interacts with) Candida","false","interacts with","RV (interacts with) Candida"
"2237","2237","-1.5410346114892302","1.22331871","-1","interacts with","RV (interacts with) Cryptococcus","false","interacts with","RV (interacts with) Cryptococcus"
"2238","2238","3.9145094099085402","1.27093776","1","interacts with","RV (interacts with) Penicillium","false","interacts with","RV (interacts with) Penicillium"
"2239","2239","-2.16068758153823","1.31855681","-1","interacts with","RV (interacts with) Saccharomyces","false","interacts with","RV (interacts with) Saccharomyces"
"2240","2240","0.88810711508995","1.22331871","1","interacts with","RV (interacts with) unidentified","false","interacts with","RV (interacts with) unidentified"
"2241","2241","-2.03765801552335","1.21538221","-1","interacts with","RV (interacts with) PIV3","false","interacts with","RV (interacts with) PIV3"
