"","Actinobacillus","Actinomyces","Capnocytophaga","Fusobacterium","Gemella","Granulicatella","Haemophilus","Leptotrichia","Neisseria","Porphyromonas","Prevotella","Rothia","Streptococcus","Veillonella","Abiotrophia","Lautropia","Staphylococcus","Klebsiella","Moraxella","Pseudomonas","Lactobacillus","Aspergillus","Botrytis","Candida","Clavispora","Cryptococcus","Penicillium","Saccharomyces","Schizophyllum","Trichosporon","unidentified","PIV3","PIV4","RV","Boca"
"Actinobacillus",1,-0.0421736758857384,-0.00559554592432367,0.106267321683531,-0.0291463763426009,-0.0725278290737826,-0.118203359385475,0.0460316224959599,0.0490329421614892,0.0984933378010896,0.0255585693065519,0.00100206081861957,-0.0411911021493463,-0.0123363818550768,-0.035531764958406,0.00684291943578949,0.0294894539913745,0.0522073925539995,-0.0213429230794473,-0.0339131970359988,-0.0391056860667493,-0.021294894394712,-0.0292336981633655,0.00960513140931442,-0.0252828680571724,-0.0829069313703952,-0.0477062526061934,-0.0603480780605739,-0.0155551854366605,0.00856230503559904,-0.0734023153326542,0.177575235219328,NA,-0.0515215442992883,-0.0187725671527361
"Actinomyces",-0.0421736758857384,1,0.341860178119635,0.235434646089048,0.0709164270598948,0.202777136752838,-0.373955434453231,0.674729356313478,-0.0156181256939395,0.111557903971733,0.656876685646296,0.174462127778581,-0.182805848567617,0.482077265030764,-0.0179585163016153,-0.00937768565733487,0.0898932229552319,0.0508652576153304,-0.0945670994969653,0.00114232281363651,0.210349196823138,0.0734818006151345,-0.114608485723629,0.0301054640930555,-0.0940350147327365,-0.180138970370896,-0.111897703502745,0.3082589317039,0.51099090098141,-0.0337531623271159,-0.103830863328045,-0.20747055852102,NA,-0.0273603051586795,-0.076699249680096
"Capnocytophaga",-0.00559554592432367,0.341860178119635,1,0.0973140809729872,0.0970180522838668,0.0819947408025328,-0.233611406516279,0.149167636232703,0.0576698442930776,0.370726134090673,0.159215038177563,0.104016925043903,-0.00809567227270923,0.224114285865907,0.045653955887009,0.128872098441303,0.0281052026723787,-0.0146872807855553,-0.0536394348497192,-0.0840414552898767,0.0150075504836062,-0.0394018117503352,-0.0667729277224697,0.195948414749256,-0.0577845050630178,0.0548852958263211,-0.0488445830415411,-0.10728180516446,-0.0259277642361208,0.0421504243790762,-0.175114328864174,-0.178916762310661,NA,0.112668206688057,-0.04290504018977
"Fusobacterium",0.106267321683531,0.235434646089048,0.0973140809729872,1,0.164685906313239,-0.0541593069912542,-0.29209719004694,0.37128297256259,0.301557200278989,0.383723682661486,0.495627776522072,-0.0107026323359753,-0.0752486590139549,0.219277872191402,-0.0234647533223653,0.208721923857386,0.0804145040950959,0.186949712939108,-0.0704612112412814,-0.100515132866844,0.107036357883763,0.119406219619161,-0.0867613429542563,0.183423387044796,-0.0751077472393481,-0.237960982107442,-0.133662431812177,-0.0154369364562117,0.00141986516392948,0.473139784405427,-0.100575926369185,0.00500352819734855,NA,-0.119203701203764,-0.0557705437768046
"Gemella",-0.0291463763426009,0.0709164270598948,0.0970180522838668,0.164685906313239,1,-0.0702066389811948,-0.269483269815215,0.227597941734273,0.0453982068632163,0.116107320190133,0.169833311002948,0.0753310966577711,-0.111184286207195,0.0360726339157761,0.0224190597963751,0.0646988200679146,0.00559510172208632,0.014337586761676,0.0398544219742145,-0.0748326324712841,-0.0262211179823777,-0.0210965208006638,-0.0736841609953514,-0.011784001193524,-0.0610872583955229,-0.0980827868831709,-0.0847159879221883,0.0541931000130662,-0.00548187665207039,0.199721084372115,-0.0919115551312671,0.0448051452062381,NA,0.0803224670508815,-0.0483887896821905
"Granulicatella",-0.0725278290737826,0.202777136752838,0.0819947408025328,-0.0541593069912542,-0.0702066389811948,1,-0.0354127616942054,-0.0973568305350903,-0.0656457225464222,-0.0310620901315695,0.0182701929624627,0.104186862735158,-0.131450355600599,0.0680587994079119,0.0292053547307656,-0.0499765950267518,-0.0645632289419183,-0.093478967636042,0.0803617133731301,0.128227465385832,0.065817087099224,-0.0653874982473342,-0.0865528353648096,0.186295343072432,-0.0838327281466695,0.182018571852327,0.310282605318439,-0.00674173626895897,-0.0341616140383398,-0.026529196083192,-0.0368851560319076,-0.15011484123478,NA,-0.0531670424134189,-0.0171068019647806
"Haemophilus",-0.118203359385475,-0.373955434453231,-0.233611406516279,-0.29209719004694,-0.269483269815215,-0.0354127616942054,1,-0.348615383267401,-0.145445166898162,-0.289531296081972,-0.353977310513963,-0.318867299152106,0.0330752041627801,-0.3931534646667,-0.02804063555789,-0.219369946609648,-0.254579408316187,-0.153541947006963,-0.0395991076647924,-0.05974434360502,-0.253318614150761,0.1521914492918,0.115831240788346,0.156338932349862,0.205822008196152,0.246334854941117,0.0716248060747222,-0.076876928088319,-0.0890814573883785,-0.105423320145372,0.0350286944136871,-0.27958628680442,NA,-0.0562616974558273,-0.0824562192769909
"Leptotrichia",0.0460316224959599,0.674729356313478,0.149167636232703,0.37128297256259,0.227597941734273,-0.0973568305350903,-0.348615383267401,1,0.229903350429784,0.35156841868082,0.699344348334065,-0.0347391306082303,-0.0213537341904462,0.273457644069247,0.00201410150064678,0.285359404006934,0.0891592086831026,0.060068258915622,-0.074074591028571,-0.0493504677945583,-0.0612748166832897,0.0261111693942548,-0.0925128997339855,-0.13666600404234,-0.077006667008555,-0.15869600797153,-0.114677176313684,0.387330859099044,0.520451163830772,0.298679895830078,-0.0665301474770361,-0.113032296332955,NA,-0.0966124632830243,-0.0594486060891189
"Neisseria",0.0490329421614892,-0.0156181256939395,0.0576698442930776,0.301557200278989,0.0453982068632163,-0.0656457225464222,-0.145445166898162,0.229903350429784,1,0.275541819378149,0.045027049586677,-0.0724764908017037,-0.101002770263854,0.0267957079668889,-0.0327776201577882,0.135046890227329,0.618601893809878,-0.0364776557928834,-0.0556433293053566,0.0471830236353336,-0.0691137681925043,-0.0398679982599759,-0.0558776710442301,0.0585562042154783,-0.0478902363211616,-0.155819150092881,0.00488173933100251,-0.0531263088582236,-0.0214355664199854,0.0767995165316743,-0.0645554289066015,-0.0830550826599385,NA,0.153448991849076,-0.0173499597751085
"Porphyromonas",0.0984933378010896,0.111557903971733,0.370726134090673,0.383723682661486,0.116107320190133,-0.0310620901315695,-0.289531296081972,0.35156841868082,0.275541819378149,1,0.406366348601978,-0.0693870101326906,0.0630954852111549,0.21681266247756,0.0236778507358776,0.545774288344765,0.218408012831643,0.118874322224047,0.236078899677032,-0.104153214276405,0.0363025518388886,-0.0496438609909541,-0.082320224521833,0.154719082826239,-0.0656500566380389,-0.0883536375212426,-0.0666174881841588,-0.0482996816503527,-0.0349725480864263,0.514191328948405,-0.0622153973747902,-0.178493853832003,NA,0.0786577277782851,-0.0528980747338041
