"","Actinobacillus","Actinomyces","Capnocytophaga","Fusobacterium","Gemella","Granulicatella","Haemophilus","Leptotrichia","Neisseria","Porphyromonas","Prevotella","Rothia","Streptococcus","Veillonella","Abiotrophia","Lautropia","Staphylococcus","Klebsiella","Moraxella","Pseudomonas","Lactobacillus","Aspergillus","Botrytis","Candida","Clavispora","Cryptococcus","Penicillium","Saccharomyces","Schizophyllum","Trichosporon","unidentified","PIV3","PIV4","RV","Boca"
"Actinobacillus",1,0.0352990951912758,0.105996832029127,0.204210476920828,0.0496524599530589,0.0175321603247606,0.00668139125014666,0.13848156598557,0.0700677796539126,0.162311590258693,0.0368010990238494,0.0267226093336294,0.00881626250978185,0.0398891608535719,0.0398429251923799,0.083845902313165,0.020042713502113,0.125100916931312,0.00585997482693046,0.0121829979557935,0.0363450307109054,0.0309836065327169,2.26866444336116e-05,0.00497471760264989,7.73396931719184e-06,2.25749789504182e-05,0.000772657102943941,0.00717757214406334,0.000265370170856927,0.0322261371920137,0.0461478397788868,0.0153481479585762,0,0,0
"Actinomyces",0.0352990951912758,1,0.134496763087201,0.151232073323469,0.292699079296467,0.386968817732202,0.0730927148640851,0.197136910685883,0.182101973893404,0.128145473854266,0.569849395851785,0.209860912946629,0.0951026002301226,0.519680029281046,0.0645290284652879,0.054466163489959,0.0124380616795666,0.0831331476279505,0.0131276953102588,0.116479018361372,0.142514064848066,0.0565935012031191,0.0171096387412643,0.0527570241833374,0.0378590810012474,0.142406754972625,0.140946184760438,0.17383693509041,0.13546308411697,0.010969332325736,0.195834595334923,0.0223014585063238,0,0.0406083025251945,0
"Capnocytophaga",0.105996832029127,0.134496763087201,1,0.256705728321254,0.0821490380290276,0.0996895932993886,0.0135397980911894,0.315429485264408,0.0697799781175692,0.353490357964183,0.0933226743366231,0.0222372569695806,0.00770999809596495,0.0873898771496309,0.219769008913394,0.206385753940567,0.0572986475873976,0.0674855943545307,0.0168086730393248,0.026032390004055,0.192640410734432,0.0440344831311387,0.000918401014245118,0.00434943721781866,4.15481258124739e-05,0.0719764213752184,0.0495507004667907,0.0166148961639682,0.00737122050882721,0.0450001073023401,0.0422451742799436,0.000597377224835438,0,0.0086199124566827,0
"Fusobacterium",0.204210476920828,0.151232073323469,0.256705728321254,1,0.202464842752998,0.092387379513247,0.0179571961912929,0.47357281328867,0.188929443978348,0.444087575571607,0.146951133099773,0.0279543119236693,0.0112189806749321,0.152484805498828,0.122349556569923,0.24421007995418,0.0501911373121312,0.225681176725331,0.0220455517514041,0.0426861804249621,0.194139477772072,0.138596085414574,0.000824938740060732,0.00599622419154022,4.77878361809791e-05,0.00730443746941301,0.0150029426002226,0.0179807324630034,0.0241139498543229,0.240193080479059,0.112784723186293,0.00669441192896991,0,0.00140889110636255,0
"Gemella",0.0496524599530589,0.292699079296467,0.0821490380290276,0.202464842752998,1,0.184931401172295,0.0365004922080099,0.247182521610382,0.188042280343863,0.172955346925897,0.303539818934539,0.122700523489333,0.0501744757360199,0.249622807266485,0.0626481822501704,0.092185311906447,0.00918221292446508,0.0907417019959527,0.0725388464554938,0.0551425117505342,0.0765601214523541,0.0306726570342489,0.008261484078121,0.0308191615561938,0.0326115642044144,0.140379037346978,0.0941560299714818,0.0819226537574194,0.0202162739633243,0.0536838371024935,0.151499542419221,0.038376540906605,0,0.0477073592048025,0
"Granulicatella",0.0175321603247606,0.386968817732202,0.0996895932993886,0.092387379513247,0.184931401172295,1,0.179604996114715,0.109500213204026,0.145545864508247,0.082854230807571,0.247017892845707,0.257775805697486,0.110575122569736,0.270075052438422,0.0557234169449053,0.0492381034105972,0.00790910210949669,0.0168868701299686,0.095070808885392,0.201878971253022,0.0804990204725036,0.0273389231318583,0.0652105496395515,0.0657471199931905,0.0806828036257344,0.297670120417419,0.287723983163781,0.233461024734519,0.0129105205780308,0.01491980606411,0.237545724678305,0.0397609570960542,0,0.0421107614936007,0.0196961280804412
"Haemophilus",0.00668139125014666,0.0730927148640851,0.0135397980911894,0.0179571961912929,0.0365004922080099,0.179604996114715,1,0.0190710371856109,0.0604240572143981,0.016883195982371,0.0511971003269008,0.28065434578031,0.531776899012824,0.0512628994587381,0.0146024484503534,0.00445348948307667,0.00134619889027543,0.00415555049506466,0.0289529105427634,0.0937607619984839,0.00879316612578174,0.0112645316137016,0.0697532656034081,0.39732770258054,0.130653318003738,0.0977154703109926,0.0917672378839698,0.28781353565961,0.00478991507733351,0.000839859287482869,0.0838450354460472,0.152497446630062,0,0.14055095204276,0.00575531974967769
"Leptotrichia",0.13848156598557,0.197136910685883,0.315429485264408,0.47357281328867,0.247182521610382,0.109500213204026,0.0190710371856109,1,0.157946826692382,0.399207667478659,0.186428331080917,0.0354815258961527,0.0122227445329259,0.180759395907989,0.133642335565686,0.274525554340839,0.0596629184052374,0.139641213982939,0.0186291154622275,0.0580995738068647,0.0911135654917139,0.085843553229485,0.000853536213906603,0.00646433900767118,0.00740231808811986,0.0372637842126962,0.0349349716483269,0.0322369612335119,0.184010471316949,0.152707847733392,0.0968302752314115,0.00429008702767886,0,0.00282491106709271,0
"Neisseria",0.0700677796539126,0.182101973893404,0.0697799781175692,0.188929443978348,0.188042280343863,0.145545864508247,0.0604240572143981,0.157946826692382,1,0.163487672116961,0.184146052326625,0.095745288580559,0.0649101410289266,0.195895604612144,0.056177834490184,0.128488131904576,0.0129178390914624,0.0306868913375751,0.00679880598482507,0.115945184715738,0.0394493780020752,0.0285530238181984,0.0447635827579683,0.0355056265410906,0.0502041612038723,0.0521729164002541,0.0595050316572308,0.0510803594856237,0.0102366359474773,0.0461416933243126,0.122398550986524,0.0211670611805577,0,0.0806255311686689,0.0163057805329206
"Porphyromonas",0.162311590258693,0.128145473854266,0.353490357964183,0.444087575571607,0.172955346925897,0.082854230807571,0.016883195982371,0.399207667478659,0.163487672116961,1,0.136563806655008,0.03138427552644,0.0115469812404392,0.139434690652792,0.150525666935843,0.392280785512826,0.0923296401230478,0.174503209937736,0.0892820158842537,0.0190902068367993,0.169494867018933,0.0565109484393955,0.000922518536239814,0.00644434326829801,0.0145621387247901,0.0672072291739594,0.0893158910457224,0.0217559824018504,0.0116666855569791,0.243994789617348,0.132059108856435,0.00198656015246423,0,0.0100995781115746,0
"Prevotella",0.0368010990238494,0.569849395851785,0.0933226743366231,0.146951133099773,0.303539818934539,0.247017892845707,0.0511971003269008,0.186428331080917,0.184146052326625,0.136563806655008,1,0.160459344197693,0.106956078166352,0.544237175068384,0.0395876702145848,0.0788528840623158,0.0112469386992495,0.129073911099836,0.00798969700482788,0.0461879761835949,0.0635289627458219,0.0220268366984206,0.00415162392010326,0.0595571165806913,0.00519735921951225,0.0553968477446498,0.0408813535422559,0.150853163638994,0.120651654412147,0.0281961343162439,0.0595582785650929,0.0267306267288386,0,0.0423945257214116,0.0049196384414083
"Rothia",0.0267226093336294,0.209860912946629,0.0222372569695806,0.0279543119236693,0.122700523489333,0.257775805697486,0.28065434578031,0.0354815258961527,0.095745288580559,0.03138427552644,0.160459344197693,1,0.317232888128562,0.207405560370193,0.0209365806697314,0.0145971306529838,0.00205636906325346,0.00803760023191158,0.0351168206545859,0.083985826389666,0.0261669929703696,0.0148235420302415,0.0207074641761118,0.299041182409923,0.0903357018216974,0.12653798216951,0.0969586993956278,0.224746317293483,0.022038260726204,0.00495122667109205,0.125926016164385,0.201337310205671,0,0.138642597631544,0.00912488036476933
