"","Actinobacillus","Actinomyces","Capnocytophaga","Fusobacterium","Gemella","Granulicatella","Haemophilus","Leptotrichia","Neisseria","Porphyromonas","Prevotella","Rothia","Streptococcus","Veillonella","Abiotrophia","Lautropia","Staphylococcus","Klebsiella","Moraxella","Pseudomonas","Lactobacillus","Aspergillus","Botrytis","Candida","Clavispora","Cryptococcus","Penicillium","Saccharomyces","Schizophyllum","Trichosporon","unidentified","PIV3","PIV4","RV","Boca"
"Actinobacillus",1,0.0283637599970207,0.205536172747379,0.272949498044882,0.295330194512825,0.0727861946994208,0.13058107736439,0.320996882563166,0.479976204334254,0.324146149448367,0.100539146845618,0.0977712088978978,-0.0166254166147505,-0.0614679359299356,-0.0116758716078634,0.201852685751178,-0.0705450926910657,0.136916683830221,-0.0366051033643086,0.106372229056811,-0.0675114135841804,0.127465203533964,-0.11093503043733,-0.090214284129675,-0.0939370606502159,-0.132489495347556,0.0595728728240949,0.00203455910735386,0.0742612408196235,0.180102500849105,0.104624642027809,0.146945728073011,-0.0881137413992893,0.00497763469616655,-0.110096977707274
"Actinomyces",0.0283637599970207,1,0.258915057395279,0.411842346793006,0.171487030214363,0.358046063393494,0.0290228134518233,0.489532267658101,0.188761400413633,0.261555691126221,0.696750347857335,0.528728940511709,0.343246630527105,0.676667047418112,0.09700116458392,0.13495924546573,-0.0454013965659477,-0.0290976494508426,-0.0984788322662837,-0.136180118756436,0.0601672920672188,0.00704009412654382,-0.118982352795415,0.052662220224777,-0.18580373033346,0.0371627289909209,-0.016196018343514,0.0802702585743464,0.188854542749635,0.146538413205,0.0272360276069003,-0.325909667975316,-0.0738385689536753,0.0320263239902959,-0.127501697911781
"Capnocytophaga",0.205536172747379,0.258915057395279,1,0.511431158377654,0.165816310299356,0.207464976561551,0.262679492786196,0.577780471051543,0.539619419578765,0.528175221629822,0.367871669445638,0.175939610938794,0.0478135569227632,0.329181215968937,0.297215168348795,0.372073086999861,-0.074354089767173,-0.144530042005021,-0.0450311492779699,-0.00397925508373749,-0.207044080228035,0.156855318079794,-0.150338293581333,-0.0769011320909496,-0.311214743481844,-0.154513878957121,0.0498045989912255,-0.0465220521822337,-0.0571839614392878,0.049326758758549,0.0889681471216824,0.0192463201419546,-0.0402332307937357,-0.0490706383098901,-0.123348915163063
"Fusobacterium",0.272949498044882,0.411842346793006,0.511431158377654,1,0.223689637361277,0.234078166898273,0.278481202546194,0.55070850892016,0.531595452211873,0.679477408627771,0.532157769989633,0.17614785780493,0.119087388846421,0.361619115698561,0.00964339330306629,0.262332815401236,-0.04427383413896,0.0536651632163379,-0.0986644223091996,-0.0703594250819599,-0.0558696606359077,0.102512475059278,-0.224500130195825,-0.106814236773724,-0.298508882100709,-0.190928770495283,-0.0060227500034283,0.0740544233552492,0.0439183527193593,0.116949514888711,0.0970523809142049,-0.0444817774865655,-0.0871940651198777,-0.160851337200899,-0.0817260377429005
"Gemella",0.295330194512825,0.171487030214363,0.165816310299356,0.223689637361277,1,0.248935363816465,0.0799235924025317,0.288654153967964,0.299629861184799,0.275895893152505,0.0658921069124953,0.208668604162475,0.172481934812065,0.0210106277307881,0.0045699519309581,0.111738015175258,-0.037752879176852,0.136751961593538,-0.0815507877749867,-0.104001584380425,-0.121340782836129,0.07393122375414,-0.120436243661427,-0.0251684517102487,-0.201713511313591,0.0182614474961887,0.0426437250754451,0.022490765821893,-0.0361319043174845,0.0613343375217411,0.0403280925078166,-0.0411936882606503,-0.146955592136451,-0.0901603415839756,-0.0624297550355272
"Granulicatella",0.0727861946994208,0.358046063393494,0.207464976561551,0.234078166898273,0.248935363816465,1,0.145186419146429,0.242367205988631,0.27323912356929,0.145764598428536,0.29373959517678,0.286292419074171,0.191531102551507,0.296753580709312,0.190718451975437,0.06975130043583,-0.0193057412584122,-0.141092350948928,0.0685941779864948,-0.146268935521742,-0.0342000350866893,0.0219194323514804,0.00299742656077484,0.163626351388336,-0.114439747950328,-0.0628465101998748,0.0508463508239827,-0.0554948227580753,0.039796389815313,0.0810814392853586,0.0842645438941142,-0.199699368220556,-0.0861203148310007,-0.0507288709348796,-0.0230556194255345
"Haemophilus",0.13058107736439,0.0290228134518233,0.262679492786196,0.278481202546194,0.0799235924025317,0.145186419146429,1,0.236180452780506,0.445079029478288,0.314879606174178,-0.00304058701054591,-0.0269317544095826,-0.0460661141415309,-0.0510071161360888,0.0464805524115503,0.27626844310126,-0.161761255091558,-0.254492931565153,0.257525389085596,-0.255997841164568,-0.212802358177028,0.172383302976892,0.169910007929929,-0.157594247646246,-0.0605655935151084,0.0757247415156968,0.256428828780161,0.00290833312238256,-0.105927024110854,-0.213743322097862,0.17226433731716,-0.0150844291451061,0.103386070962627,-0.172109112680133,0.142501893866188
"Leptotrichia",0.320996882563166,0.489532267658101,0.577780471051543,0.55070850892016,0.288654153967964,0.242367205988631,0.236180452780506,1,0.556905608332535,0.429140971098717,0.555925145463469,0.202021175200177,0.113396428844451,0.46842645816626,0.130822530369457,0.341702976047648,-0.0820112148777715,-0.0542851110268604,-0.173532370179702,-0.0293434382888422,-0.229188459985899,0.129002105538342,-0.215694110654213,-0.204303544469242,-0.330863689133397,-0.143730396588525,0.00696894045815643,0.10012575924216,0.0279884043973961,0.0903556960000144,0.0591747980417802,0.0620401972865063,-0.0358725914141095,-0.126285349389074,-0.116151905488244
"Neisseria",0.479976204334254,0.188761400413633,0.539619419578765,0.531595452211873,0.299629861184799,0.27323912356929,0.445079029478288,0.556905608332535,1,0.578860851796675,0.271515056506348,0.182428815466764,0.00325204996890768,0.112800485162706,0.101708931333142,0.467515705619468,-0.035522442455663,-0.082282358921413,0.0369944274354323,0.0278504230813655,-0.297422613572067,0.24735600631225,-0.0786935512714314,-0.234545694019106,-0.220947948172188,-0.227143979664836,0.0665433160957115,0.0281030225768957,0.038763504546431,0.132195508314616,0.208270655830552,0.131550773638882,-0.0288711830524534,-0.0618318430650598,-0.0854437727885725
"Porphyromonas",0.324146149448367,0.261555691126221,0.528175221629822,0.679477408627771,0.275895893152505,0.145764598428536,0.314879606174178,0.429140971098717,0.578860851796675,1,0.365541539024905,0.159212934580406,0.0453798024806228,0.137167627400479,0.0720029480616363,0.269996252227742,-0.0233448026000863,0.0392797118446267,-0.0178040344830601,0.0274642495605055,-0.147675951255729,0.121483690221919,-0.0910305989429553,-0.127903862780202,-0.216518420674611,-0.145378205360061,0.0210642639250691,-0.0107828486624966,0.00503640634703248,0.140432405348902,0.149869152248702,0.0281460974450567,-0.107665294943253,-0.0294750724324766,-0.155343293747246
